username,password,firstname,lastname,email,auth,city,country,timezone,lang,institution,department,idnumber,phone1,phone2,address,profile_field_parent_type,profile_field_parent_occupation,profile_field_parent_qualification,profile_field_parent_annual_income,profile_field_preferred_language,profile_field_consent_student_data,profile_field_aadhaar_last4,profile_field_aadhaar_masked,profile_field_aadhaar_consent
dps.par.01059,DronaParent2026!,Makwana,Parent,dps.par.01059@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01059,+91-9500001059,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01060,DronaParent2026!,Jadeja,Parent,dps.par.01060@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01060,+91-9500001060,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01061,DronaParent2026!,Gohil,Parent,dps.par.01061@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01061,+91-9500001061,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01062,DronaParent2026!,Barot,Parent,dps.par.01062@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01062,+91-9500001062,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01063,DronaParent2026!,Patel,Guardian,dps.par.01063@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01063,+91-9500001063,,"Ahmedabad, Gujarat",Guardian,Service,Graduate,,Gujarati,1,,,0
dps.par.01064,DronaParent2026!,Desai,Parent,dps.par.01064@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01064,+91-9500001064,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01065,DronaParent2026!,Mehta,Parent,dps.par.01065@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01065,+91-9500001065,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01066,DronaParent2026!,Joshi,Parent,dps.par.01066@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01066,+91-9500001066,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01067,DronaParent2026!,Trivedi,Parent,dps.par.01067@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01067,+91-9500001067,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01068,DronaParent2026!,Parmar,Parent,dps.par.01068@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01068,+91-9500001068,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01069,DronaParent2026!,Solanki,Parent,dps.par.01069@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01069,+91-9500001069,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01070,DronaParent2026!,Thakkar,Parent,dps.par.01070@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01070,+91-9500001070,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01071,DronaParent2026!,Prajapati,Parent,dps.par.01071@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01071,+91-9500001071,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01072,DronaParent2026!,Chauhan,Guardian,dps.par.01072@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01072,+91-9500001072,,"Ahmedabad, Gujarat",Guardian,Service,Graduate,,Gujarati,1,,,0
dps.par.01073,DronaParent2026!,Vyas,Parent,dps.par.01073@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01073,+91-9500001073,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01074,DronaParent2026!,Dave,Parent,dps.par.01074@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01074,+91-9500001074,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01075,DronaParent2026!,Bhatt,Parent,dps.par.01075@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01075,+91-9500001075,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01076,DronaParent2026!,Panchal,Parent,dps.par.01076@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01076,+91-9500001076,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01077,DronaParent2026!,Makwana,Parent,dps.par.01077@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01077,+91-9500001077,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01078,DronaParent2026!,Jadeja,Parent,dps.par.01078@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01078,+91-9500001078,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01079,DronaParent2026!,Gohil,Parent,dps.par.01079@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01079,+91-9500001079,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01080,DronaParent2026!,Barot,Parent,dps.par.01080@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01080,+91-9500001080,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01081,DronaParent2026!,Patel,Guardian,dps.par.01081@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01081,+91-9500001081,,"Ahmedabad, Gujarat",Guardian,Service,Graduate,,Gujarati,1,,,0
dps.par.01082,DronaParent2026!,Desai,Parent,dps.par.01082@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01082,+91-9500001082,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01083,DronaParent2026!,Mehta,Parent,dps.par.01083@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01083,+91-9500001083,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01084,DronaParent2026!,Joshi,Parent,dps.par.01084@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01084,+91-9500001084,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01085,DronaParent2026!,Trivedi,Parent,dps.par.01085@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01085,+91-9500001085,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01086,DronaParent2026!,Parmar,Parent,dps.par.01086@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01086,+91-9500001086,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01087,DronaParent2026!,Solanki,Parent,dps.par.01087@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01087,+91-9500001087,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01088,DronaParent2026!,Thakkar,Parent,dps.par.01088@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01088,+91-9500001088,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01089,DronaParent2026!,Prajapati,Parent,dps.par.01089@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01089,+91-9500001089,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01090,DronaParent2026!,Chauhan,Guardian,dps.par.01090@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01090,+91-9500001090,,"Ahmedabad, Gujarat",Guardian,Service,Graduate,,Gujarati,1,,,0
dps.par.01091,DronaParent2026!,Vyas,Parent,dps.par.01091@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01091,+91-9500001091,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01092,DronaParent2026!,Dave,Parent,dps.par.01092@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01092,+91-9500001092,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01093,DronaParent2026!,Bhatt,Parent,dps.par.01093@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01093,+91-9500001093,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01094,DronaParent2026!,Panchal,Parent,dps.par.01094@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01094,+91-9500001094,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01095,DronaParent2026!,Makwana,Parent,dps.par.01095@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01095,+91-9500001095,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01096,DronaParent2026!,Jadeja,Parent,dps.par.01096@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01096,+91-9500001096,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01097,DronaParent2026!,Gohil,Parent,dps.par.01097@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01097,+91-9500001097,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01098,DronaParent2026!,Barot,Parent,dps.par.01098@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01098,+91-9500001098,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01099,DronaParent2026!,Patel,Guardian,dps.par.01099@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01099,+91-9500001099,,"Ahmedabad, Gujarat",Guardian,Service,Graduate,,Gujarati,1,,,0
dps.par.01100,DronaParent2026!,Desai,Parent,dps.par.01100@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01100,+91-9500001100,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01101,DronaParent2026!,Mehta,Parent,dps.par.01101@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01101,+91-9500001101,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01102,DronaParent2026!,Joshi,Parent,dps.par.01102@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01102,+91-9500001102,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01103,DronaParent2026!,Trivedi,Parent,dps.par.01103@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01103,+91-9500001103,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01104,DronaParent2026!,Parmar,Parent,dps.par.01104@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01104,+91-9500001104,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01105,DronaParent2026!,Solanki,Parent,dps.par.01105@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01105,+91-9500001105,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01106,DronaParent2026!,Thakkar,Parent,dps.par.01106@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01106,+91-9500001106,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01107,DronaParent2026!,Prajapati,Parent,dps.par.01107@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01107,+91-9500001107,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01108,DronaParent2026!,Chauhan,Guardian,dps.par.01108@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01108,+91-9500001108,,"Ahmedabad, Gujarat",Guardian,Service,Graduate,,Gujarati,1,,,0
dps.par.01109,DronaParent2026!,Vyas,Parent,dps.par.01109@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01109,+91-9500001109,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01110,DronaParent2026!,Dave,Parent,dps.par.01110@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01110,+91-9500001110,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01111,DronaParent2026!,Bhatt,Parent,dps.par.01111@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01111,+91-9500001111,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01112,DronaParent2026!,Panchal,Parent,dps.par.01112@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01112,+91-9500001112,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01113,DronaParent2026!,Makwana,Parent,dps.par.01113@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01113,+91-9500001113,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01114,DronaParent2026!,Jadeja,Parent,dps.par.01114@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01114,+91-9500001114,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01115,DronaParent2026!,Gohil,Parent,dps.par.01115@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01115,+91-9500001115,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01116,DronaParent2026!,Barot,Parent,dps.par.01116@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01116,+91-9500001116,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01117,DronaParent2026!,Patel,Guardian,dps.par.01117@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01117,+91-9500001117,,"Ahmedabad, Gujarat",Guardian,Service,Graduate,,Gujarati,1,,,0
dps.par.01118,DronaParent2026!,Desai,Parent,dps.par.01118@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01118,+91-9500001118,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01119,DronaParent2026!,Mehta,Parent,dps.par.01119@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01119,+91-9500001119,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01120,DronaParent2026!,Joshi,Parent,dps.par.01120@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01120,+91-9500001120,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01121,DronaParent2026!,Trivedi,Parent,dps.par.01121@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01121,+91-9500001121,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01122,DronaParent2026!,Parmar,Parent,dps.par.01122@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01122,+91-9500001122,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01123,DronaParent2026!,Solanki,Parent,dps.par.01123@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01123,+91-9500001123,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01124,DronaParent2026!,Thakkar,Parent,dps.par.01124@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01124,+91-9500001124,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01125,DronaParent2026!,Prajapati,Parent,dps.par.01125@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01125,+91-9500001125,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01126,DronaParent2026!,Chauhan,Guardian,dps.par.01126@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01126,+91-9500001126,,"Ahmedabad, Gujarat",Guardian,Service,Graduate,,Gujarati,1,,,0
dps.par.01127,DronaParent2026!,Vyas,Parent,dps.par.01127@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01127,+91-9500001127,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01128,DronaParent2026!,Dave,Parent,dps.par.01128@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01128,+91-9500001128,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01129,DronaParent2026!,Bhatt,Parent,dps.par.01129@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01129,+91-9500001129,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01130,DronaParent2026!,Panchal,Parent,dps.par.01130@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01130,+91-9500001130,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01131,DronaParent2026!,Makwana,Parent,dps.par.01131@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01131,+91-9500001131,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01132,DronaParent2026!,Jadeja,Parent,dps.par.01132@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01132,+91-9500001132,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01133,DronaParent2026!,Gohil,Parent,dps.par.01133@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01133,+91-9500001133,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01134,DronaParent2026!,Barot,Parent,dps.par.01134@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01134,+91-9500001134,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01135,DronaParent2026!,Patel,Guardian,dps.par.01135@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01135,+91-9500001135,,"Ahmedabad, Gujarat",Guardian,Service,Graduate,,Gujarati,1,,,0
dps.par.01136,DronaParent2026!,Desai,Parent,dps.par.01136@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01136,+91-9500001136,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01137,DronaParent2026!,Mehta,Parent,dps.par.01137@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01137,+91-9500001137,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01138,DronaParent2026!,Joshi,Parent,dps.par.01138@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01138,+91-9500001138,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01139,DronaParent2026!,Trivedi,Parent,dps.par.01139@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01139,+91-9500001139,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01140,DronaParent2026!,Parmar,Parent,dps.par.01140@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01140,+91-9500001140,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01141,DronaParent2026!,Solanki,Parent,dps.par.01141@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01141,+91-9500001141,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01142,DronaParent2026!,Thakkar,Parent,dps.par.01142@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01142,+91-9500001142,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01143,DronaParent2026!,Prajapati,Parent,dps.par.01143@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01143,+91-9500001143,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01144,DronaParent2026!,Chauhan,Guardian,dps.par.01144@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01144,+91-9500001144,,"Ahmedabad, Gujarat",Guardian,Service,Graduate,,Gujarati,1,,,0
dps.par.01145,DronaParent2026!,Vyas,Parent,dps.par.01145@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01145,+91-9500001145,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01146,DronaParent2026!,Dave,Parent,dps.par.01146@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01146,+91-9500001146,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01147,DronaParent2026!,Bhatt,Parent,dps.par.01147@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01147,+91-9500001147,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01148,DronaParent2026!,Panchal,Parent,dps.par.01148@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01148,+91-9500001148,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01149,DronaParent2026!,Makwana,Parent,dps.par.01149@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01149,+91-9500001149,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01150,DronaParent2026!,Jadeja,Parent,dps.par.01150@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01150,+91-9500001150,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01151,DronaParent2026!,Gohil,Parent,dps.par.01151@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01151,+91-9500001151,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.01152,DronaParent2026!,Barot,Parent,dps.par.01152@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-01152,+91-9500001152,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
