student_username,student_idnumber,firstname,lastname,current_academic_year,target_academic_year,current_board_code,current_school_code,current_medium_code,current_grade_code,current_stream_code,current_division_code,current_cohort_code,result_status,promotion_decision,target_board_code,target_school_code,target_medium_code,target_grade_code,target_stream_code,target_division_code,target_cohort_code,new_roll_no,effective_date,remove_from_previous_cohort,update_user_profile,notify_parent,remarks
dps.stu.00774,DPS26-00774,Mahi,Dave,2026-2027,2027-2028,GSEB,DPS,HIN,STD03,GEN,A,DPS-2026-GSEB-HIN-STD03-GEN-A,PENDING,PROMOTED,GSEB,DPS,HIN,STD04,GEN,A,DPS-2027-GSEB-HIN-STD04-GEN-A,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00775,DPS26-00775,Neil,Bhatt,2026-2027,2027-2028,GSEB,DPS,HIN,STD03,GEN,A,DPS-2026-GSEB-HIN-STD03-GEN-A,PENDING,PROMOTED,GSEB,DPS,HIN,STD04,GEN,A,DPS-2027-GSEB-HIN-STD04-GEN-A,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00776,DPS26-00776,Tara,Panchal,2026-2027,2027-2028,GSEB,DPS,HIN,STD03,GEN,A,DPS-2026-GSEB-HIN-STD03-GEN-A,PENDING,PROMOTED,GSEB,DPS,HIN,STD04,GEN,A,DPS-2027-GSEB-HIN-STD04-GEN-A,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00777,DPS26-00777,Harsh,Makwana,2026-2027,2027-2028,GSEB,DPS,HIN,STD03,GEN,A,DPS-2026-GSEB-HIN-STD03-GEN-A,PENDING,PROMOTED,GSEB,DPS,HIN,STD04,GEN,A,DPS-2027-GSEB-HIN-STD04-GEN-A,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00778,DPS26-00778,Aesha,Jadeja,2026-2027,2027-2028,GSEB,DPS,HIN,STD03,GEN,A,DPS-2026-GSEB-HIN-STD03-GEN-A,PENDING,PROMOTED,GSEB,DPS,HIN,STD04,GEN,A,DPS-2027-GSEB-HIN-STD04-GEN-A,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00779,DPS26-00779,Yash,Gohil,2026-2027,2027-2028,GSEB,DPS,HIN,STD03,GEN,A,DPS-2026-GSEB-HIN-STD03-GEN-A,PENDING,PROMOTED,GSEB,DPS,HIN,STD04,GEN,A,DPS-2027-GSEB-HIN-STD04-GEN-A,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00780,DPS26-00780,Kiara,Barot,2026-2027,2027-2028,GSEB,DPS,HIN,STD03,GEN,A,DPS-2026-GSEB-HIN-STD03-GEN-A,PENDING,PROMOTED,GSEB,DPS,HIN,STD04,GEN,A,DPS-2027-GSEB-HIN-STD04-GEN-A,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00781,DPS26-00781,Rudra,Patel,2026-2027,2027-2028,GSEB,DPS,GUJ,STD03,GEN,B,DPS-2026-GSEB-GUJ-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,GUJ,STD04,GEN,B,DPS-2027-GSEB-GUJ-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00782,DPS26-00782,Janvi,Shah,2026-2027,2027-2028,GSEB,DPS,GUJ,STD03,GEN,B,DPS-2026-GSEB-GUJ-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,GUJ,STD04,GEN,B,DPS-2027-GSEB-GUJ-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00783,DPS26-00783,Om,Desai,2026-2027,2027-2028,GSEB,DPS,GUJ,STD03,GEN,B,DPS-2026-GSEB-GUJ-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,GUJ,STD04,GEN,B,DPS-2027-GSEB-GUJ-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00784,DPS26-00784,Pihu,Mehta,2026-2027,2027-2028,GSEB,DPS,GUJ,STD03,GEN,B,DPS-2026-GSEB-GUJ-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,GUJ,STD04,GEN,B,DPS-2027-GSEB-GUJ-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00785,DPS26-00785,Manan,Joshi,2026-2027,2027-2028,GSEB,DPS,GUJ,STD03,GEN,B,DPS-2026-GSEB-GUJ-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,GUJ,STD04,GEN,B,DPS-2027-GSEB-GUJ-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00786,DPS26-00786,Hetvi,Trivedi,2026-2027,2027-2028,GSEB,DPS,GUJ,STD03,GEN,B,DPS-2026-GSEB-GUJ-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,GUJ,STD04,GEN,B,DPS-2027-GSEB-GUJ-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00787,DPS26-00787,Aryan,Parmar,2026-2027,2027-2028,GSEB,DPS,GUJ,STD03,GEN,B,DPS-2026-GSEB-GUJ-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,GUJ,STD04,GEN,B,DPS-2027-GSEB-GUJ-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00788,DPS26-00788,Prisha,Solanki,2026-2027,2027-2028,GSEB,DPS,GUJ,STD03,GEN,B,DPS-2026-GSEB-GUJ-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,GUJ,STD04,GEN,B,DPS-2027-GSEB-GUJ-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00789,DPS26-00789,Shaurya,Thakkar,2026-2027,2027-2028,GSEB,DPS,GUJ,STD03,GEN,B,DPS-2026-GSEB-GUJ-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,GUJ,STD04,GEN,B,DPS-2027-GSEB-GUJ-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00790,DPS26-00790,Riddhi,Prajapati,2026-2027,2027-2028,GSEB,DPS,GUJ,STD03,GEN,B,DPS-2026-GSEB-GUJ-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,GUJ,STD04,GEN,B,DPS-2027-GSEB-GUJ-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00791,DPS26-00791,Darsh,Chauhan,2026-2027,2027-2028,GSEB,DPS,GUJ,STD03,GEN,B,DPS-2026-GSEB-GUJ-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,GUJ,STD04,GEN,B,DPS-2027-GSEB-GUJ-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00792,DPS26-00792,Khushi,Rathod,2026-2027,2027-2028,GSEB,DPS,GUJ,STD03,GEN,B,DPS-2026-GSEB-GUJ-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,GUJ,STD04,GEN,B,DPS-2027-GSEB-GUJ-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00793,DPS26-00793,Ved,Vyas,2026-2027,2027-2028,GSEB,DPS,GUJ,STD03,GEN,B,DPS-2026-GSEB-GUJ-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,GUJ,STD04,GEN,B,DPS-2027-GSEB-GUJ-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00794,DPS26-00794,Niyati,Dave,2026-2027,2027-2028,GSEB,DPS,GUJ,STD03,GEN,B,DPS-2026-GSEB-GUJ-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,GUJ,STD04,GEN,B,DPS-2027-GSEB-GUJ-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00795,DPS26-00795,Jay,Bhatt,2026-2027,2027-2028,GSEB,DPS,GUJ,STD03,GEN,B,DPS-2026-GSEB-GUJ-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,GUJ,STD04,GEN,B,DPS-2027-GSEB-GUJ-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00796,DPS26-00796,Aarohi,Panchal,2026-2027,2027-2028,GSEB,DPS,GUJ,STD03,GEN,B,DPS-2026-GSEB-GUJ-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,GUJ,STD04,GEN,B,DPS-2027-GSEB-GUJ-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00797,DPS26-00797,Samarth,Makwana,2026-2027,2027-2028,GSEB,DPS,GUJ,STD03,GEN,B,DPS-2026-GSEB-GUJ-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,GUJ,STD04,GEN,B,DPS-2027-GSEB-GUJ-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00798,DPS26-00798,Tanvi,Jadeja,2026-2027,2027-2028,GSEB,DPS,GUJ,STD03,GEN,B,DPS-2026-GSEB-GUJ-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,GUJ,STD04,GEN,B,DPS-2027-GSEB-GUJ-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00799,DPS26-00799,Rohan,Gohil,2026-2027,2027-2028,GSEB,DPS,GUJ,STD03,GEN,B,DPS-2026-GSEB-GUJ-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,GUJ,STD04,GEN,B,DPS-2027-GSEB-GUJ-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00800,DPS26-00800,Bhakti,Barot,2026-2027,2027-2028,GSEB,DPS,GUJ,STD03,GEN,B,DPS-2026-GSEB-GUJ-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,GUJ,STD04,GEN,B,DPS-2027-GSEB-GUJ-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00801,DPS26-00801,Aarav,Patel,2026-2027,2027-2028,GSEB,DPS,ENG,STD03,GEN,B,DPS-2026-GSEB-ENG-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,ENG,STD04,GEN,B,DPS-2027-GSEB-ENG-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00802,DPS26-00802,Aditi,Shah,2026-2027,2027-2028,GSEB,DPS,ENG,STD03,GEN,B,DPS-2026-GSEB-ENG-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,ENG,STD04,GEN,B,DPS-2027-GSEB-ENG-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00803,DPS26-00803,Vihaan,Desai,2026-2027,2027-2028,GSEB,DPS,ENG,STD03,GEN,B,DPS-2026-GSEB-ENG-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,ENG,STD04,GEN,B,DPS-2027-GSEB-ENG-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00804,DPS26-00804,Ananya,Mehta,2026-2027,2027-2028,GSEB,DPS,ENG,STD03,GEN,B,DPS-2026-GSEB-ENG-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,ENG,STD04,GEN,B,DPS-2027-GSEB-ENG-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00805,DPS26-00805,Ishaan,Joshi,2026-2027,2027-2028,GSEB,DPS,ENG,STD03,GEN,B,DPS-2026-GSEB-ENG-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,ENG,STD04,GEN,B,DPS-2027-GSEB-ENG-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00806,DPS26-00806,Diya,Trivedi,2026-2027,2027-2028,GSEB,DPS,ENG,STD03,GEN,B,DPS-2026-GSEB-ENG-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,ENG,STD04,GEN,B,DPS-2027-GSEB-ENG-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00807,DPS26-00807,Kabir,Parmar,2026-2027,2027-2028,GSEB,DPS,ENG,STD03,GEN,B,DPS-2026-GSEB-ENG-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,ENG,STD04,GEN,B,DPS-2027-GSEB-ENG-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00808,DPS26-00808,Myra,Solanki,2026-2027,2027-2028,GSEB,DPS,ENG,STD03,GEN,B,DPS-2026-GSEB-ENG-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,ENG,STD04,GEN,B,DPS-2027-GSEB-ENG-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00809,DPS26-00809,Reyansh,Thakkar,2026-2027,2027-2028,GSEB,DPS,ENG,STD03,GEN,B,DPS-2026-GSEB-ENG-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,ENG,STD04,GEN,B,DPS-2027-GSEB-ENG-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00810,DPS26-00810,Saanvi,Prajapati,2026-2027,2027-2028,GSEB,DPS,ENG,STD03,GEN,B,DPS-2026-GSEB-ENG-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,ENG,STD04,GEN,B,DPS-2027-GSEB-ENG-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00811,DPS26-00811,Krish,Chauhan,2026-2027,2027-2028,GSEB,DPS,ENG,STD03,GEN,B,DPS-2026-GSEB-ENG-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,ENG,STD04,GEN,B,DPS-2027-GSEB-ENG-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00812,DPS26-00812,Riya,Rathod,2026-2027,2027-2028,GSEB,DPS,ENG,STD03,GEN,B,DPS-2026-GSEB-ENG-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,ENG,STD04,GEN,B,DPS-2027-GSEB-ENG-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00813,DPS26-00813,Arjun,Vyas,2026-2027,2027-2028,GSEB,DPS,ENG,STD03,GEN,B,DPS-2026-GSEB-ENG-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,ENG,STD04,GEN,B,DPS-2027-GSEB-ENG-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00814,DPS26-00814,Avni,Dave,2026-2027,2027-2028,GSEB,DPS,ENG,STD03,GEN,B,DPS-2026-GSEB-ENG-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,ENG,STD04,GEN,B,DPS-2027-GSEB-ENG-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00815,DPS26-00815,Vivaan,Bhatt,2026-2027,2027-2028,GSEB,DPS,ENG,STD03,GEN,B,DPS-2026-GSEB-ENG-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,ENG,STD04,GEN,B,DPS-2027-GSEB-ENG-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00816,DPS26-00816,Ira,Panchal,2026-2027,2027-2028,GSEB,DPS,ENG,STD03,GEN,B,DPS-2026-GSEB-ENG-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,ENG,STD04,GEN,B,DPS-2027-GSEB-ENG-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00817,DPS26-00817,Dhruv,Makwana,2026-2027,2027-2028,GSEB,DPS,ENG,STD03,GEN,B,DPS-2026-GSEB-ENG-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,ENG,STD04,GEN,B,DPS-2027-GSEB-ENG-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00818,DPS26-00818,Kavya,Jadeja,2026-2027,2027-2028,GSEB,DPS,ENG,STD03,GEN,B,DPS-2026-GSEB-ENG-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,ENG,STD04,GEN,B,DPS-2027-GSEB-ENG-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00819,DPS26-00819,Atharv,Gohil,2026-2027,2027-2028,GSEB,DPS,ENG,STD03,GEN,B,DPS-2026-GSEB-ENG-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,ENG,STD04,GEN,B,DPS-2027-GSEB-ENG-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00820,DPS26-00820,Nisha,Barot,2026-2027,2027-2028,GSEB,DPS,ENG,STD03,GEN,B,DPS-2026-GSEB-ENG-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,ENG,STD04,GEN,B,DPS-2027-GSEB-ENG-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00821,DPS26-00821,Parth,Patel,2026-2027,2027-2028,GSEB,DPS,HIN,STD03,GEN,B,DPS-2026-GSEB-HIN-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,HIN,STD04,GEN,B,DPS-2027-GSEB-HIN-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00822,DPS26-00822,Jiya,Shah,2026-2027,2027-2028,GSEB,DPS,HIN,STD03,GEN,B,DPS-2026-GSEB-HIN-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,HIN,STD04,GEN,B,DPS-2027-GSEB-HIN-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00823,DPS26-00823,Dev,Desai,2026-2027,2027-2028,GSEB,DPS,HIN,STD03,GEN,B,DPS-2026-GSEB-HIN-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,HIN,STD04,GEN,B,DPS-2027-GSEB-HIN-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00824,DPS26-00824,Mahi,Mehta,2026-2027,2027-2028,GSEB,DPS,HIN,STD03,GEN,B,DPS-2026-GSEB-HIN-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,HIN,STD04,GEN,B,DPS-2027-GSEB-HIN-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00825,DPS26-00825,Neil,Joshi,2026-2027,2027-2028,GSEB,DPS,HIN,STD03,GEN,B,DPS-2026-GSEB-HIN-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,HIN,STD04,GEN,B,DPS-2027-GSEB-HIN-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00826,DPS26-00826,Tara,Trivedi,2026-2027,2027-2028,GSEB,DPS,HIN,STD03,GEN,B,DPS-2026-GSEB-HIN-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,HIN,STD04,GEN,B,DPS-2027-GSEB-HIN-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00827,DPS26-00827,Harsh,Parmar,2026-2027,2027-2028,GSEB,DPS,HIN,STD03,GEN,B,DPS-2026-GSEB-HIN-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,HIN,STD04,GEN,B,DPS-2027-GSEB-HIN-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00828,DPS26-00828,Aesha,Solanki,2026-2027,2027-2028,GSEB,DPS,HIN,STD03,GEN,B,DPS-2026-GSEB-HIN-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,HIN,STD04,GEN,B,DPS-2027-GSEB-HIN-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00829,DPS26-00829,Yash,Thakkar,2026-2027,2027-2028,GSEB,DPS,HIN,STD03,GEN,B,DPS-2026-GSEB-HIN-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,HIN,STD04,GEN,B,DPS-2027-GSEB-HIN-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00830,DPS26-00830,Kiara,Prajapati,2026-2027,2027-2028,GSEB,DPS,HIN,STD03,GEN,B,DPS-2026-GSEB-HIN-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,HIN,STD04,GEN,B,DPS-2027-GSEB-HIN-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00831,DPS26-00831,Rudra,Chauhan,2026-2027,2027-2028,GSEB,DPS,HIN,STD03,GEN,B,DPS-2026-GSEB-HIN-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,HIN,STD04,GEN,B,DPS-2027-GSEB-HIN-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00832,DPS26-00832,Janvi,Rathod,2026-2027,2027-2028,GSEB,DPS,HIN,STD03,GEN,B,DPS-2026-GSEB-HIN-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,HIN,STD04,GEN,B,DPS-2027-GSEB-HIN-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00833,DPS26-00833,Om,Vyas,2026-2027,2027-2028,GSEB,DPS,HIN,STD03,GEN,B,DPS-2026-GSEB-HIN-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,HIN,STD04,GEN,B,DPS-2027-GSEB-HIN-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00834,DPS26-00834,Pihu,Dave,2026-2027,2027-2028,GSEB,DPS,HIN,STD03,GEN,B,DPS-2026-GSEB-HIN-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,HIN,STD04,GEN,B,DPS-2027-GSEB-HIN-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00835,DPS26-00835,Manan,Bhatt,2026-2027,2027-2028,GSEB,DPS,HIN,STD03,GEN,B,DPS-2026-GSEB-HIN-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,HIN,STD04,GEN,B,DPS-2027-GSEB-HIN-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00836,DPS26-00836,Hetvi,Panchal,2026-2027,2027-2028,GSEB,DPS,HIN,STD03,GEN,B,DPS-2026-GSEB-HIN-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,HIN,STD04,GEN,B,DPS-2027-GSEB-HIN-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00837,DPS26-00837,Aryan,Makwana,2026-2027,2027-2028,GSEB,DPS,HIN,STD03,GEN,B,DPS-2026-GSEB-HIN-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,HIN,STD04,GEN,B,DPS-2027-GSEB-HIN-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00838,DPS26-00838,Prisha,Jadeja,2026-2027,2027-2028,GSEB,DPS,HIN,STD03,GEN,B,DPS-2026-GSEB-HIN-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,HIN,STD04,GEN,B,DPS-2027-GSEB-HIN-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00839,DPS26-00839,Shaurya,Gohil,2026-2027,2027-2028,GSEB,DPS,HIN,STD03,GEN,B,DPS-2026-GSEB-HIN-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,HIN,STD04,GEN,B,DPS-2027-GSEB-HIN-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00840,DPS26-00840,Riddhi,Barot,2026-2027,2027-2028,GSEB,DPS,HIN,STD03,GEN,B,DPS-2026-GSEB-HIN-STD03-GEN-B,PENDING,PROMOTED,GSEB,DPS,HIN,STD04,GEN,B,DPS-2027-GSEB-HIN-STD04-GEN-B,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00841,DPS26-00841,Darsh,Patel,2026-2027,2027-2028,GSEB,DPS,GUJ,STD03,GEN,C,DPS-2026-GSEB-GUJ-STD03-GEN-C,PENDING,PROMOTED,GSEB,DPS,GUJ,STD04,GEN,C,DPS-2027-GSEB-GUJ-STD04-GEN-C,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00842,DPS26-00842,Khushi,Shah,2026-2027,2027-2028,GSEB,DPS,GUJ,STD03,GEN,C,DPS-2026-GSEB-GUJ-STD03-GEN-C,PENDING,PROMOTED,GSEB,DPS,GUJ,STD04,GEN,C,DPS-2027-GSEB-GUJ-STD04-GEN-C,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00843,DPS26-00843,Ved,Desai,2026-2027,2027-2028,GSEB,DPS,GUJ,STD03,GEN,C,DPS-2026-GSEB-GUJ-STD03-GEN-C,PENDING,PROMOTED,GSEB,DPS,GUJ,STD04,GEN,C,DPS-2027-GSEB-GUJ-STD04-GEN-C,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
dps.stu.00844,DPS26-00844,Niyati,Mehta,2026-2027,2027-2028,GSEB,DPS,GUJ,STD03,GEN,C,DPS-2026-GSEB-GUJ-STD03-GEN-C,PENDING,PROMOTED,GSEB,DPS,GUJ,STD04,GEN,C,DPS-2027-GSEB-GUJ-STD04-GEN-C,,2027-04-01,0,0,1,Review Grade 10 stream selection and Grade 12 alumni handling manually.
